Education,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Customer_Tenure_Days,Total_Spending,Total_Purchases,Children_at_home,Living_With,Family_Size
Undergraduate,67506.0,73,4.51085950651685,3.6635616461296463,4.219507705176107,3.5263605246161616,3.6109179126442243,4.219507705176107,1,4,1,6,3,0,0,0,0,0,0,0,46,4439,23.750715000259095,12,1,Alone,2
Graduate,24206.0,66,2.0794415416798357,1.0986122886681098,2.1972245773362196,1.3862943611198906,1.0986122886681098,1.3862943611198906,1,1,0,3,6,0,0,0,0,0,0,0,56,4739,9.246479418592056,5,1,Alone,2
PhD,28420.0,36,1.6094379124341003,1.0986122886681098,1.791759469228055,1.0986122886681098,0.0,0.0,1,1,0,2,6,0,0,0,0,0,0,0,59,4448,5.598421958998375,4,1,Alone,2
Graduate,22979.0,29,2.833213344056216,2.8903717578961645,2.995732273553991,3.044522437723423,3.091042453358316,3.1354942159291497,3,3,2,2,8,0,0,0,0,0,0,1,56,4922,17.99037648251726,10,1,Partner,3
Graduate,33279.0,29,2.3978952727983707,1.3862943611198906,1.3862943611198906,0.0,0.0,0.0,1,0,0,3,3,0,0,0,0,0,0,0,60,4278,5.170483995038152,4,0,Alone,1
Postgraduate,46423.0,6,4.23410650459726,0.0,2.833213344056216,0.0,0.0,2.1972245773362196,3,2,0,4,7,0,0,0,0,0,0,0,54,4545,9.264544425989696,9,2,Alone,3
Graduate,30368.0,97,3.58351893845611,0.0,2.6390573296152584,1.0986122886681098,0.0,1.0986122886681098,2,2,0,3,8,0,0,0,0,0,0,0,49,4495,8.419800845407588,7,1,Partner,3
Graduate,63684.0,61,6.3561076606958915,4.394449154672439,6.061456918928017,5.342334251964811,4.543294782270004,4.394449154672439,3,8,4,8,5,0,0,0,0,0,0,0,56,4841,31.0920919232036,23,1,Partner,3
Graduate,41638.0,68,5.755742213586912,0.0,3.4657359027997265,1.6094379124341003,0.0,4.5217885770490405,4,5,5,3,8,1,0,0,0,0,0,0,62,4762,15.352704605869778,17,1,Alone,2
PhD,68805.0,73,5.209486152841421,1.0986122886681098,3.912023005428146,2.8903717578961645,2.6390573296152584,3.044522437723423,1,3,1,7,2,0,0,0,0,0,0,0,67,4546,18.794072972172522,12,1,Alone,2
PhD,65814.0,90,6.331501849893691,2.70805020110221,4.736198448394496,2.3978952727983707,2.70805020110221,3.58351893845611,3,8,2,10,5,0,0,0,0,0,0,0,60,4380,22.46521491174709,23,1,Partner,3
Graduate,71964.0,81,6.376726947898627,3.9512437185814275,6.838405200847344,5.198497031265826,3.5553480614894135,4.465908118654584,1,5,6,5,3,0,0,0,0,0,0,0,68,4666,30.38612907873722,17,0,Alone,1
Graduate,39146.0,1,4.553876891600541,0.6931471805599453,3.5263605246161616,2.6390573296152584,2.5649493574615367,2.5649493574615367,3,4,0,4,8,0,0,0,0,0,0,0,40,4761,16.54234064131498,11,1,Alone,2
Graduate,96876.0,79,6.812345094177479,3.784189633918261,6.601230118728877,3.713572066704308,5.272999558563747,3.091042453358316,1,7,7,9,2,0,1,1,1,0,0,1,49,4588,29.27537892545099,24,0,Partner,2
Undergraduate,34445.0,92,5.43372200355424,4.812184355372417,4.812184355372417,5.342334251964811,4.867534450455582,3.4339872044851463,6,11,2,8,9,0,0,0,0,0,0,0,45,4779,28.701946621204613,27,0,Partner,2
Graduate,68281.0,31,6.903747257584598,4.727387818712341,6.035481432524756,3.7612001156935624,3.8918202981106265,3.7376696182833684,1,2,9,13,5,0,0,0,0,0,0,1,68,4952,29.057306540909256,25,0,Alone,1
Undergraduate,37284.0,46,2.4849066497880004,0.6931471805599453,1.0986122886681098,1.0986122886681098,0.6931471805599453,1.9459101490553132,1,0,0,3,6,0,0,0,0,0,0,0,51,4718,8.014335737299424,4,2,Partner,4
Graduate,36790.0,14,1.3862943611198906,1.3862943611198906,2.70805020110221,2.772588722239781,3.091042453358316,2.3978952727983707,1,2,1,2,9,0,0,0,0,0,0,1,43,4746,13.742165371738459,6,0,Partner,2
Graduate,27943.0,89,2.5649493574615367,0.6931471805599453,2.833213344056216,1.6094379124341003,0.6931471805599453,1.3862943611198906,3,2,0,3,8,0,0,0,0,0,0,0,59,4701,9.780189336191635,8,2,Partner,4
Graduate,22263.0,31,2.8903717578961645,0.0,1.0986122886681098,0.0,0.0,1.0986122886681098,2,1,0,3,6,0,0,0,0,0,1,0,75,4352,5.0875963352323845,6,2,Alone,3
Graduate,30261.0,75,2.1972245773362196,0.0,1.791759469228055,0.0,1.3862943611198906,1.9459101490553132,1,0,0,3,8,0,0,0,0,0,0,0,54,4903,7.321188556739479,4,3,Partner,5
Graduate,28587.0,42,3.1354942159291497,1.6094379124341003,2.8903717578961645,2.5649493574615367,2.3978952727983707,2.6390573296152584,3,2,0,4,6,0,0,0,0,0,0,0,48,4398,15.23720584613458,9,1,Partner,3
Postgraduate,43815.0,53,2.70805020110221,2.3978952727983707,3.4011973816621555,1.6094379124341003,2.0794415416798357,2.772588722239781,1,2,0,3,6,0,0,0,0,0,0,0,44,4711,14.968611031916454,6,1,Partner,3
Graduate,48195.0,53,4.672828834461906,3.332204510175204,4.23410650459726,3.970291913552122,2.0794415416798357,1.791759469228055,6,4,2,5,6,0,0,0,0,0,0,0,70,4420,20.08063277369438,17,2,Partner,4
Postgraduate,77027.0,23,6.710523109452428,4.060443010546419,5.493061443340548,3.828641396489095,0.0,2.4849066497880004,2,8,3,6,4,0,0,0,0,0,0,0,74,4405,22.57757560961649,19,1,Partner,3
PhD,71322.0,57,6.625392368007956,3.784189633918261,5.424950017481403,4.248495242049359,2.3978952727983707,5.3230099791384085,2,8,5,13,4,0,0,0,0,0,0,0,61,4759,27.803932513393757,28,1,Partner,3
Postgraduate,32765.0,49,2.6390573296152584,1.3862943611198906,2.8903717578961645,2.0794415416798357,1.3862943611198906,1.3862943611198906,2,2,0,4,5,0,0,0,0,0,0,0,47,4387,11.767753712550931,8,1,Partner,3
Graduate,29672.0,6,2.302585092994046,0.6931471805599453,1.3862943611198906,0.0,1.6094379124341003,2.1972245773362196,1,0,0,3,6,0,0,0,0,0,0,0,61,4735,8.188689124444203,4,2,Partner,4
Graduate,23272.0,29,2.995732273553991,1.3862943611198906,1.9459101490553132,1.6094379124341003,1.0986122886681098,2.5649493574615367,1,1,0,3,4,0,0,0,0,0,0,0,73,4516,11.600936342292941,5,0,Alone,1
Postgraduate,49912.0,5,6.255750041753367,2.1972245773362196,5.4116460518550396,3.4965075614664802,3.912023005428146,3.7612001156935624,4,10,5,7,8,1,0,0,0,0,0,1,77,4921,25.034351353532813,26,1,Partner,3
Undergraduate,7500.0,98,1.791759469228055,2.8903717578961645,2.8903717578961645,2.6390573296152584,2.70805020110221,3.5553480614894135,4,2,1,3,9,0,0,0,0,0,0,0,41,4958,16.474958577227266,10,1,Partner,3
PhD,68117.0,80,6.428105272684596,3.8066624897703196,5.375278407684165,0.0,2.8903717578961645,3.6109179126442243,2,11,8,4,6,1,0,0,0,0,0,1,79,4737,22.11133584067947,25,1,Alone,2
Graduate,67225.0,4,5.755742213586912,3.58351893845611,5.777652323222656,3.8501476017100584,2.0794415416798357,4.969813299576001,3,7,2,11,5,0,0,0,0,0,0,0,71,4476,26.016315918231573,23,1,Partner,3
Graduate,17649.0,70,2.772588722239781,0.6931471805599453,3.1780538303479458,0.0,1.791759469228055,0.6931471805599453,3,3,0,3,8,0,0,0,0,0,0,0,50,4490,9.128696382935672,9,1,Partner,3
Graduate,55914.0,32,5.953243334287785,4.110873864173311,5.8998973535824915,4.787491742782046,4.624972813284271,5.4510384535657,4,11,6,8,7,0,0,0,0,0,0,0,51,4687,30.827517561675602,29,1,Partner,3
Graduate,40059.0,82,4.709530201312334,3.4011973816621555,4.532599493153256,3.367295829986474,2.3978952727983707,4.983606621708336,1,6,2,3,8,1,0,0,0,0,0,0,42,4535,23.392124800620923,12,1,Partner,3
Graduate,60905.0,27,5.342334251964811,2.8903717578961645,4.343805421853684,3.6109179126442243,2.8903717578961645,3.6635616461296463,2,3,3,7,2,0,0,0,0,0,0,0,76,4467,22.7413627483847,15,1,Partner,3
Graduate,75330.0,94,6.320768294250582,4.418840607796598,5.552959584921617,4.543294782270004,4.127134385045092,4.127134385045092,4,10,3,12,6,0,0,0,0,0,0,0,49,4894,29.090132039328985,29,2,Partner,4
Graduate,60689.0,23,5.484796933490655,4.51085950651685,5.37989735354046,4.1588830833596715,1.9459101490553132,3.2188758248682006,4,4,4,10,3,0,0,0,0,0,0,0,75,4654,24.69922285083115,22,1,Alone,2
Graduate,38680.0,97,2.4849066497880004,0.0,3.6109179126442243,2.772588722239781,1.791759469228055,2.5649493574615367,1,2,0,3,7,0,0,0,0,0,0,0,42,4719,13.225122111361596,6,1,Partner,3
Graduate,61416.0,25,6.744059186311348,5.043425116919247,5.780743515792329,5.308267697401205,4.127134385045092,4.3694478524670215,1,10,3,10,6,1,0,0,0,0,0,0,44,4767,31.373077753936244,24,0,Partner,2
Graduate,49767.0,92,5.313205979041787,3.871201010907891,5.288267030694535,4.02535169073515,3.7612001156935624,5.0106352940962555,1,5,4,8,4,0,0,0,0,0,0,0,35,4684,27.26986112116918,18,0,Alone,1
Graduate,83273.0,98,6.073044534100405,4.499809670330265,6.478509642208569,2.833213344056216,4.634728988229636,4.634728988229636,10,4,6,9,7,0,0,0,0,0,0,0,56,4903,29.154035167154724,29,3,Alone,4
Graduate,29009.0,19,1.9459101490553132,1.9459101490553132,2.772588722239781,2.3978952727983707,1.791759469228055,1.0986122886681098,2,2,0,3,6,0,0,0,0,0,0,0,45,4473,11.952676051044941,7,1,Partner,3
Postgraduate,45057.0,80,3.6375861597263857,0.0,2.0794415416798357,1.3862943611198906,0.0,1.3862943611198906,1,2,0,3,5,0,0,0,0,0,0,0,47,4471,8.489616423646003,6,1,Partner,3
Graduate,37150.0,80,5.123963979403259,3.6375861597263857,4.174387269895637,3.912023005428146,3.5553480614894135,4.762173934797756,8,4,3,6,7,0,0,0,0,0,0,0,55,4917,25.1654824107406,21,1,Partner,3
Graduate,43020.0,79,3.828641396489095,2.0794415416798357,4.605170185988092,1.6094379124341003,3.258096538021482,3.784189633918261,3,4,1,4,6,0,0,0,0,0,0,0,56,4472,19.164977208530864,12,1,Alone,2
Graduate,53154.0,50,4.867534450455582,0.0,3.091042453358316,0.0,0.6931471805599453,2.0794415416798357,1,3,1,4,4,0,0,0,0,0,0,0,67,4281,10.731165626053679,9,1,Partner,3
Graduate,65308.0,60,6.570882962339584,0.0,5.579729825986222,4.795790545596741,4.394449154672439,3.5553480614894135,1,7,8,12,4,0,0,1,1,0,0,0,53,4552,24.8962005500844,28,0,Partner,2
Graduate,76467.0,44,6.517671272912275,5.087596335232384,6.056784013228625,5.351858133476067,3.8066624897703196,4.07753744390572,2,2,5,5,6,0,0,0,0,0,0,1,56,4942,30.898109688525388,14,1,Alone,2
Undergraduate,81044.0,0,6.111467339502679,3.295836866004329,6.284134161070802,4.30406509320417,4.59511985013459,3.295836866004329,1,5,6,10,1,0,0,0,0,0,0,0,79,4445,27.8864601759209,22,0,Partner,2
Graduate,32871.0,28,3.1354942159291497,1.0986122886681098,2.5649493574615367,0.0,1.0986122886681098,1.791759469228055,1,1,0,3,4,0,0,0,0,0,0,0,75,4738,9.689427619954962,5,2,Partner,4
Graduate,55801.0,35,5.908082938168931,1.6094379124341003,3.9512437185814275,1.9459101490553132,1.6094379124341003,4.564348191467836,6,7,2,6,7,0,0,0,1,0,0,0,51,4541,19.58846082214171,21,2,Alone,3
Graduate,76320.0,49,6.267200548541362,3.58351893845611,5.3706380281276624,4.248495242049359,3.9889840465642745,3.58351893845611,2,6,3,4,2,0,0,0,0,0,0,0,67,4268,27.04235574219488,15,1,Alone,2
Postgraduate,36927.0,46,3.9512437185814275,0.0,2.833213344056216,0.0,0.0,1.6094379124341003,2,3,0,3,8,0,0,0,0,0,0,0,71,4288,8.393894975071744,8,2,Alone,3
Graduate,48794.0,97,3.258096538021482,0.0,2.4849066497880004,1.3862943611198906,0.0,2.772588722239781,1,1,0,3,4,0,0,0,0,0,0,0,73,4264,9.901886271169154,5,2,Partner,4
Graduate,23478.0,51,3.367295829986474,1.9459101490553132,3.332204510175204,2.5649493574615367,2.8903717578961645,3.6888794541139363,1,3,0,3,8,0,0,0,0,0,0,0,61,4728,17.789611058688628,7,0,Alone,1
Graduate,71128.0,80,6.8658910748834385,5.075173815233827,6.104793232414985,3.044522437723423,0.0,3.4657359027997265,3,2,10,12,7,0,0,0,0,0,0,0,53,4892,24.556116463055396,27,1,Alone,2
PhD,70179.0,10,6.278521424165844,4.48863636973214,5.1298987149230735,4.248495242049359,3.8066624897703196,4.897839799950911,3,7,3,13,5,0,0,0,0,0,0,0,50,4604,28.850054040591647,26,1,Alone,2
Graduate,59462.0,29,6.586171654854675,2.8903717578961645,4.969813299576001,0.0,2.1972245773362196,5.2832037287379885,2,9,2,12,7,0,0,0,0,0,0,0,76,4801,21.926785018401045,25,1,Partner,3
Postgraduate,51381.5,52,5.929589143389895,3.7612001156935624,3.8918202981106265,4.553876891600541,4.204692619390966,4.574710978503383,7,4,10,4,3,0,0,0,0,0,0,0,57,4668,26.915890046688972,25,2,Partner,4
Graduate,38361.0,74,3.6888794541139363,0.0,4.04305126783455,3.044522437723423,2.1972245773362196,2.70805020110221,3,3,1,3,7,0,0,0,0,0,0,0,57,4445,15.68172793811034,10,1,Partner,3
PhD,51381.5,82,3.1780538303479458,0.0,2.772588722239781,0.0,1.0986122886681098,2.0794415416798357,2,3,0,3,6,0,0,0,0,0,0,0,45,4655,9.128696382935672,8,1,Alone,2
PhD,70038.0,54,6.376726947898627,4.007333185232471,5.855071922202427,4.276666119016055,4.007333185232471,4.875197323201151,1,4,4,8,2,0,0,0,0,0,0,0,44,4508,29.3983286827832,17,0,Partner,2
Graduate,42554.0,93,3.4011973816621555,0.6931471805599453,2.4849066497880004,0.0,0.0,0.0,2,2,0,3,4,0,0,0,0,0,0,0,48,4794,6.579251212010101,7,2,Partner,4
Graduate,67445.0,63,6.630683385642372,4.394449154672439,5.384495062789089,3.4011973816621555,4.394449154672439,2.4849066497880004,5,9,6,12,6,0,0,0,0,0,0,0,52,4947,26.690180789226496,32,1,Partner,3
Graduate,67046.0,92,6.300785794663244,3.58351893845611,4.897839799950911,3.1780538303479458,5.0238805208462765,4.68213122712422,2,4,5,4,2,0,0,0,0,0,0,0,75,4800,27.666210111388708,15,1,Alone,2
Graduate,42192.0,40,3.713572066704308,2.772588722239781,2.772588722239781,2.8903717578961645,1.9459101490553132,2.0794415416798357,1,2,1,3,4,0,0,0,0,0,0,0,78,4557,16.174472959815184,7,0,Partner,2
PhD,77610.0,70,7.1276936993473985,3.5263605246161616,5.808142489980444,3.091042453358316,3.5263605246161616,2.833213344056216,2,4,7,4,7,0,0,0,0,0,0,0,74,4869,25.912813035974697,17,1,Partner,3
Graduate,31761.0,96,2.995732273553991,0.6931471805599453,3.044522437723423,2.833213344056216,2.70805020110221,3.367295829986474,2,3,0,4,5,0,0,0,0,0,0,0,42,4346,15.64196126698226,9,1,Partner,3
Graduate,34350.0,81,2.833213344056216,1.3862943611198906,2.772588722239781,1.0986122886681098,0.6931471805599453,2.4849066497880004,1,1,0,3,7,0,0,0,0,0,0,0,47,4514,11.268762546431942,5,1,Partner,3
Graduate,54591.0,63,5.932245187448011,1.6094379124341003,4.553876891600541,2.5649493574615367,2.302585092994046,3.2188758248682006,3,6,2,8,5,0,0,0,0,0,0,0,77,4589,20.181970266806434,19,1,Partner,3
Graduate,71866.0,85,5.220355825078324,5.187385805840755,5.187385805840755,4.6443908991413725,3.6888794541139363,3.5263605246161616,1,6,3,10,3,0,0,0,0,0,0,0,70,4447,27.45475831463131,20,1,Partner,3
Graduate,25293.0,51,2.772588722239781,0.0,2.4849066497880004,0.0,1.0986122886681098,2.302585092994046,1,1,1,2,8,0,0,0,0,0,0,0,57,4548,8.658692753689937,5,1,Partner,3
PhD,42000.0,23,4.8283137373023015,4.430816798843313,5.5909869805108565,4.454347296253507,4.0943445622221,3.58351893845611,2,5,2,11,5,0,0,0,0,0,0,1,39,4796,26.982328313588187,20,0,Alone,1
Graduate,69520.0,95,6.4425401664681985,4.795790545596741,6.028278520230698,4.804021044733257,4.394449154672439,4.543294782270004,1,9,6,5,5,0,0,0,0,0,0,0,43,4618,31.008374213971337,21,0,Partner,2
Graduate,64713.0,11,5.198497031265826,4.110873864173311,5.488937726156687,2.6390573296152584,4.007333185232471,4.007333185232471,2,5,5,7,4,0,0,0,0,0,0,1,56,4403,25.452032321676025,19,1,Alone,2
Postgraduate,27889.0,42,2.70805020110221,0.0,1.6094379124341003,0.0,0.0,2.1972245773362196,1,1,1,2,6,0,0,0,0,0,0,0,49,4620,6.51471269087253,5,1,Partner,3
Undergraduate,22123.0,77,1.3862943611198906,1.3862943611198906,3.2188758248682006,3.5553480614894135,2.0794415416798357,3.4657359027997265,1,2,1,3,5,0,0,0,0,0,0,0,66,4355,15.091990053076959,7,0,Alone,1
Graduate,51381.5,82,4.276666119016055,0.6931471805599453,2.833213344056216,0.0,0.0,2.302585092994046,4,2,1,3,8,0,0,0,0,0,0,0,55,4744,10.105611736626262,10,2,Partner,4
Postgraduate,51381.5,83,5.087596335232384,0.0,3.1354942159291497,0.0,0.0,3.2188758248682006,2,4,1,4,6,0,0,0,0,0,0,0,72,4632,11.441966376029734,11,1,Partner,3
Graduate,27803.0,40,2.1972245773362196,3.295836866004329,3.8501476017100584,3.6635616461296463,2.302585092994046,3.912023005428146,2,3,0,4,8,0,0,0,0,0,0,0,53,4933,19.221378789602447,9,1,Partner,3
Graduate,51381.5,95,5.579729825986222,0.0,3.091042453358316,2.5649493574615367,1.9459101490553132,4.997212273764115,3,6,1,5,7,0,0,0,0,0,0,0,71,4515,18.178844059625504,15,1,Alone,2
Graduate,51651.0,32,5.683579767338681,1.9459101490553132,3.1780538303479458,2.6390573296152584,1.9459101490553132,4.532599493153256,4,6,2,5,8,0,0,0,0,0,0,0,66,4860,19.92511071856577,17,1,Partner,3
Graduate,68487.0,48,6.63200177739563,2.5649493574615367,5.955837369464831,3.5263605246161616,4.499809670330265,4.499809670330265,1,9,7,13,4,0,0,0,0,0,0,0,38,4793,27.67876836959869,30,0,Partner,2
Postgraduate,51381.5,75,6.278521424165844,4.844187086458591,6.19644412779452,5.10594547390058,4.844187086458591,4.844187086458591,1,5,5,11,1,0,0,1,0,0,0,1,83,4503,32.11347228523672,22,0,Alone,1
Graduate,56796.0,24,6.48768401848461,3.6635616461296463,5.087596335232384,4.143134726391533,3.871201010907891,3.6375861597263857,3,8,9,7,7,0,0,0,0,0,0,0,57,4759,26.89076389687245,27,1,Partner,3
Undergraduate,87000.0,61,5.2832037287379885,3.258096538021482,6.410174881966167,4.219507705176107,2.8903717578961645,3.912023005428146,1,4,6,7,2,0,0,0,0,0,0,0,34,4822,25.973377617226056,18,0,Partner,2
Graduate,79823.0,6,6.728628613084702,4.30406509320417,5.942799375126701,4.74493212836325,4.30406509320417,3.784189633918261,1,6,9,7,2,0,1,0,0,0,0,0,67,4351,29.80867993690125,23,1,Partner,3
Graduate,30828.0,16,2.833213344056216,2.4849066497880004,2.772588722239781,1.0986122886681098,0.0,2.5649493574615367,2,1,1,4,3,0,0,0,0,0,0,0,46,4529,11.754270362213644,8,1,Alone,2
Postgraduate,34109.0,39,2.302585092994046,0.6931471805599453,1.791759469228055,1.0986122886681098,0.6931471805599453,1.6094379124341003,1,0,0,3,4,0,0,0,0,0,0,0,55,4496,8.188689124444203,4,1,Partner,3
Postgraduate,53367.0,2,5.438079308923196,2.0794415416798357,4.948759890378168,2.3978952727983707,1.3862943611198906,2.4849066497880004,7,5,1,8,7,0,0,0,0,0,0,1,52,4563,18.735377024687462,21,2,Alone,3
Undergraduate,22390.0,49,0.0,0.6931471805599453,1.6094379124341003,2.772588722239781,0.6931471805599453,1.791759469228055,1,1,0,2,7,0,0,0,0,0,0,0,57,4512,7.5600804650218265,4,0,Partner,2
Graduate,71322.0,31,4.804021044733257,3.2188758248682006,4.8283137373023015,3.2188758248682006,2.772588722239781,3.7612001156935624,1,4,1,7,2,0,0,0,0,0,0,0,50,4319,22.603875269705302,13,1,Partner,3
Graduate,79244.0,58,6.156978985585555,4.634728988229636,4.836281906951478,5.3612921657094255,4.127134385045092,5.5053315359323625,1,4,10,7,1,0,0,1,1,0,0,1,33,4818,30.62174796745355,22,0,Alone,1
Postgraduate,49912.0,5,6.255750041753367,2.1972245773362196,5.4116460518550396,3.4965075614664802,3.912023005428146,3.7612001156935624,4,10,5,7,8,1,0,0,0,0,0,1,77,4921,25.034351353532813,26,1,Partner,3
PhD,48699.0,90,3.295836866004329,0.6931471805599453,2.3978952727983707,1.0986122886681098,0.0,0.6931471805599453,1,1,0,3,5,0,0,0,0,0,0,0,76,4665,8.1786387885907,5,2,Partner,4
Graduate,80144.0,47,5.484796933490655,4.890349128221754,6.100318952020064,5.5254529391317835,5.262690188904886,4.6913478822291435,1,3,7,8,1,0,0,0,0,0,0,0,51,4533,31.954956023998285,19,0,Partner,2
Graduate,54252.0,25,5.187385805840755,1.6094379124341003,3.295836866004329,2.1972245773362196,1.6094379124341003,3.8066624897703196,5,4,1,5,6,0,0,0,0,0,0,0,70,4658,17.705985563819823,15,2,Alone,3
Postgraduate,81929.0,60,7.304515946460155,4.02535169073515,5.631211781821365,3.912023005428146,0.0,5.225746673713202,2,4,4,10,6,1,0,1,0,0,0,1,50,4899,26.09884909815802,20,1,Partner,3
Graduate,76068.0,67,7.017506142941256,2.5649493574615367,4.859812404361672,3.5263605246161616,2.5649493574615367,4.343805421853684,1,2,3,4,6,0,1,0,0,1,0,0,51,4838,24.877383208695846,10,1,Partner,3
Postgraduate,53204.0,40,3.4011973816621555,0.0,2.1972245773362196,1.0986122886681098,0.0,1.9459101490553132,1,1,0,3,4,0,0,0,0,0,0,0,50,4362,8.642944396721798,5,2,Partner,4
PhD,67911.0,63,6.272877006546167,0.0,5.877735781779639,4.1588830833596715,3.367295829986474,0.0,3,6,7,11,3,0,0,0,0,0,0,0,77,4299,19.676791701671952,27,1,Partner,3
Undergraduate,14796.0,1,2.6390573296152584,1.3862943611198906,2.1972245773362196,2.0794415416798357,1.6094379124341003,2.833213344056216,2,1,0,3,9,0,0,0,0,0,0,1,42,4911,12.74466906624152,6,1,Partner,3
PhD,78128.0,89,6.840546529288687,3.2188758248682006,5.442417710521793,2.833213344056216,3.2188758248682006,3.6109179126442243,2,8,4,6,3,0,1,1,0,0,0,0,52,4391,25.16484714624732,20,1,Partner,3
Undergraduate,14188.0,40,1.0986122886681098,2.0794415416798357,2.4849066497880004,2.833213344056216,2.5649493574615367,3.332204510175204,1,2,0,4,6,0,0,0,0,0,0,0,54,4747,14.393327691828903,7,0,Partner,2
Undergraduate,20425.0,5,1.6094379124341003,2.5649493574615367,1.791759469228055,1.3862943611198906,2.833213344056216,2.8903717578961645,2,2,0,3,7,0,0,0,0,0,0,0,40,4869,13.076026202195965,7,1,Partner,3
Postgraduate,58646.0,3,4.143134726391533,0.6931471805599453,3.8066624897703196,1.9459101490553132,1.791759469228055,3.1354942159291497,1,2,1,4,4,0,0,0,0,0,0,0,64,4645,15.516108230934316,8,1,Partner,3
Graduate,72967.0,1,5.0689042022202315,3.58351893845611,5.19295685089021,0.0,0.0,4.836281906951478,2,7,2,8,5,1,0,0,0,0,0,1,56,4822,18.68166189851803,19,1,Alone,2
Postgraduate,48150.0,24,5.159055299214529,1.0986122886681098,3.6888794541139363,1.3862943611198906,1.0986122886681098,3.871201010907891,3,5,1,4,7,0,0,0,0,0,0,0,77,4647,16.302654702692468,13,1,Partner,3
Graduate,82332.0,89,6.7226297948554485,4.0943445622221,6.876264611890766,3.9512437185814275,4.382026634673881,2.995732273553991,1,5,3,12,2,0,0,1,0,0,0,1,65,4911,29.022241595777615,21,0,Alone,1
Graduate,58275.0,48,5.247024072160486,2.3978952727983707,5.537334267018537,4.04305126783455,3.784189633918261,4.174387269895637,6,8,2,7,7,0,0,0,0,0,0,0,71,4653,25.18388178362584,23,2,Alone,3
PhD,44953.0,31,6.591673732008658,2.8903717578961645,4.897839799950911,2.4849066497880004,2.1972245773362196,4.8283137373023015,1,7,3,13,6,1,0,0,0,0,0,0,45,4816,23.890330254282258,24,0,Partner,2
